,item_no,embedding
1108,CA2259,"[-0.13045436  0.05477318 -0.13569903 -0.59249455 -0.24263287 -0.8312233
 -0.48153278 -0.35774723  0.2526039   0.34622973  0.7441279   0.29104215
 -0.03994579 -0.5780646   0.4263184   0.83958054 -0.5929087   0.6444185
  0.07822163  0.33943415  0.08607804  0.15607563  0.7897117   0.30874208
 -0.09824594 -0.13742845  0.53970957  0.3919139  -0.06914673 -0.45407507
 -0.5389292   0.2619412   0.17753918 -0.15541518  0.18443957  0.8617682
 -0.3855289   0.0207658  -0.66293836  0.11596997 -0.14636414  0.4848767
 -0.3716076   0.84310585  0.22451846  0.01589566  0.3984752  -0.09926855
 -0.06112064 -0.06716516 -0.5445172   0.15840542  0.4277466  -0.13355385
 -0.10015306 -0.6570948  -0.1585502  -0.5259651   0.24585679 -0.3909485
  0.01329701 -0.87302864 -0.71217865  0.06936274  0.36502948 -0.10384899
  0.08294577  0.2874016  -0.25820494  0.12635419 -0.10217336  0.25064018
  0.69995    -0.44875574 -0.14352721 -0.16879742  0.5301213  -0.61787987
  0.06182951  0.46051723 -0.47448266 -0.07178528 -0.07942595  0.24024777
  0.22765908 -0.02701491 -0.77810824  0.0401239  -0.1371907   0.37517625
  0.1988203  -0.08223022  0.2998653   0.13669741 -0.47695616  0.78101295
  0.05934992 -0.03547203 -0.3549427  -0.84151876  0.30554348 -0.11684618
  0.08619934  0.16863304  0.38002914 -0.543736   -0.13123801  0.33569688
  0.4120506  -0.12833667 -0.31794944  0.11833877 -0.7726118   0.36702457
  0.55504906 -0.28266436 -0.14521667  0.66140234  0.15076292  0.49772644
 -0.8363501  -0.46375182 -0.6402641  -0.2341314  -0.09169098  0.4346391
  0.36580253 -0.22333954]"
1109,BA5507,"[ 0.03678319  0.04884317 -0.1824575  -0.13060743 -0.25684837 -0.43074107
 -0.04694807 -0.3524014   0.34458494  0.07677679  0.28430185  0.09708653
 -0.23585609  0.04505973  0.18294862  0.4476603   0.04021339  0.24177453
  0.35408604 -0.07222217 -0.21995541 -0.27626738  0.3061701   0.07497158
 -0.21129024 -0.07920358  0.4024427  -0.04273728  0.2780341  -0.274622
 -0.08856794  0.10463406  0.24662925  0.3822123   0.18310483  0.21741474
  0.0948332   0.07731207 -0.32528746 -0.16238675  0.10330184 -0.01772201
 -0.04064599  0.3391154   0.14187345 -0.10112073  0.1714153  -0.00513922
  0.08636573  0.02003301 -0.45238155 -0.3551706   0.21613877 -0.0896181
 -0.04659078 -0.18100631 -0.01497093 -0.16319795  0.27688202 -0.01395865
  0.18240099 -0.41676807 -0.31206802 -0.17626262  0.12091522  0.10715883
  0.00674448  0.21516016 -0.31173098  0.02952866  0.14314896  0.36892486
  0.12122571 -0.56294197  0.12444846  0.10343204  0.16877529  0.18153727
  0.18419296  0.07168004  0.05283707  0.18817566 -0.03577993  0.06947529
  0.00792385 -0.45297962 -0.22695462 -0.05839851 -0.1078362   0.48980635
  0.16038871  0.16951264  0.20376754  0.23978645 -0.23607026  0.3868398
 -0.03412888  0.20936695 -0.5985104  -0.3534812  -0.2253485   0.11186851
 -0.19121504  0.27203572 -0.07909616 -0.27187788  0.11242951  0.15843058
  0.19410111  0.1547774  -0.33669114 -0.13578781 -0.19102155  0.4561119
  0.09849381 -0.16318056  0.06863292  0.23714992  0.39530024 -0.027624
 -0.10276351 -0.3954813  -0.5432977  -0.3447376  -0.35224044  0.08431925
  0.1966714  -0.02604573]"
1110,BA5462,"[ 0.11896293  0.09177233 -0.208547   -0.10057428 -0.25233084 -0.35615003
 -0.1382891  -0.33051914  0.29800993 -0.02701666  0.12474377  0.06902222
 -0.20773318  0.11968455  0.13650885  0.4528648  -0.050007    0.21143344
  0.36224586 -0.02619936 -0.2578298  -0.1413787   0.20626661  0.03626192
 -0.31686887 -0.15381883  0.3142821  -0.06491335  0.35280377 -0.33152047
 -0.12597731 -0.0493      0.24945067  0.29796207  0.13190684  0.15336141
  0.17647651  0.04012214 -0.3422467  -0.29772136  0.13029923  0.03483254
  0.11618614  0.3140878   0.20087461 -0.15841675  0.03071738 -0.05257627
  0.03612372 -0.03364317 -0.46297914 -0.3451568   0.02909626 -0.06858543
 -0.11610228 -0.14751036  0.01981334 -0.19571863  0.18897808  0.11554846
  0.27487844 -0.40538085 -0.2929528  -0.15024114  0.1325428   0.13295257
  0.04787922  0.13742818 -0.14182866  0.10790937  0.07197993  0.41192847
 -0.00636584 -0.59248376  0.24279678  0.12411422  0.11158734  0.27178895
  0.1552983  -0.02983542  0.08597621  0.11221279 -0.08210406  0.13743636
 -0.01478218 -0.48349643 -0.2046437  -0.06843378 -0.25836945  0.6001196
  0.1308591   0.07302731  0.19856772  0.24732894 -0.33882838  0.39653924
 -0.07835381  0.27310428 -0.66237146 -0.25220734 -0.12858741  0.19537425
 -0.2131739   0.22784129 -0.24466947 -0.26596892  0.19947717  0.08573168
  0.15881996  0.1118893  -0.40717822 -0.16251072 -0.17954575  0.39471197
  0.0281665  -0.2553695   0.08441665  0.15730222  0.36827692 -0.02161586
 -0.08241069 -0.45562539 -0.5168696  -0.34181088 -0.41967773  0.08274709
  0.20421684  0.07039644]"
1111,BA6465,"[ 0.0523463   0.01692403 -0.06712882 -0.20858636 -0.32470423 -0.43950158
 -0.08768368 -0.36822027  0.33608562  0.14039543  0.22289002  0.06314427
 -0.19573891  0.08633193  0.2178491   0.42810133 -0.06713387  0.3358334
  0.45897222 -0.13236558 -0.14954567 -0.28104588  0.3173704   0.09910627
 -0.24930128 -0.04625051  0.42902005 -0.13569804  0.25385055 -0.2889423
 -0.15089148  0.08931969  0.2640288   0.32681745  0.22174609  0.23793057
 -0.01407999  0.01330095 -0.2916177  -0.20870349  0.12681894 -0.01193939
 -0.07263592  0.34606737  0.12387435 -0.07442936  0.1870681  -0.05804945
  0.0623667   0.01116949 -0.53336406 -0.20651565  0.22113517 -0.0675441
 -0.04403864 -0.26489532 -0.08214024 -0.17322285  0.26837146 -0.03644963
  0.18138704 -0.46309853 -0.3133529  -0.13736057  0.07660837  0.08482664
 -0.00175282  0.2539732  -0.37661356  0.03593181  0.19344306  0.3632925
  0.14419085 -0.5663127   0.10030856  0.08124401  0.18191049  0.17664549
  0.21233419  0.04198432  0.06508001  0.21181741 -0.09079397  0.07583014
 -0.04185737 -0.4349019  -0.22442582 -0.07905847 -0.09683681  0.51722205
  0.21583703  0.213546    0.22716415  0.31988412 -0.24705172  0.43928614
  0.03104373  0.16899136 -0.53631127 -0.347456   -0.2685453   0.12026896
 -0.14460716  0.33674517 -0.11610483 -0.19446918  0.2517783   0.1709834
  0.22291397  0.10049981 -0.3259712  -0.1690695  -0.2025239   0.3915304
  0.12520778 -0.10080165  0.04179527  0.21469781  0.45627925  0.01430933
 -0.1569342  -0.49075702 -0.53392345 -0.35176462 -0.3763312   0.13405322
  0.30107957 -0.02480014]"
1112,BA6563,"[-0.07737522 -0.01676934 -0.06445409 -0.22126454 -0.2066142  -0.52440035
 -0.2711715  -0.2171702   0.24212189  0.01288375  0.20443147  0.06159983
 -0.07206079 -0.04921714  0.18402693  0.4719738  -0.11985967  0.39370778
  0.33068174  0.08739034 -0.03318413 -0.18010193  0.28673917  0.08996587
 -0.343703   -0.16924171  0.44840997 -0.08753853  0.19022289 -0.2160641
 -0.32410282  0.282061    0.12067914  0.18958396  0.15602256  0.39116898
  0.04312465  0.13587323 -0.23921455 -0.2769651   0.05433983  0.0738245
 -0.0990946   0.5334339   0.20530061 -0.08256675  0.14628595 -0.14056537
  0.12803036  0.06312144 -0.4607562  -0.03625455  0.30992535  0.02123116
 -0.0095649  -0.4709915  -0.09441831 -0.34962845  0.19807285 -0.09799416
  0.10378467 -0.3454312  -0.31521374 -0.11657035  0.04382666  0.15725961
 -0.09059097 -0.02928335 -0.3842306   0.0253112   0.06277141  0.15174311
  0.23188242 -0.49583483  0.05810739  0.07951005  0.28992403 -0.05099855
  0.14487872  0.05902869 -0.03616405  0.05034897 -0.05911543  0.11223526
  0.11294775 -0.2674729  -0.34320703 -0.10914758 -0.15131328  0.4440784
  0.12997097  0.08286465  0.20110717  0.19610205 -0.32328373  0.4760075
  0.00246853  0.22423851 -0.44810727 -0.37806153 -0.07130682  0.12677687
  0.10937389  0.34172696 -0.02895831 -0.29702073 -0.03887325  0.16042095
  0.2045249   0.07567491 -0.27003974 -0.17903185 -0.3079846   0.48104644
  0.15298566 -0.15371671 -0.01216849  0.15803798  0.15838191  0.0811972
 -0.14578503 -0.34110945 -0.44549024 -0.3177873  -0.22561364  0.224348
  0.32186633 -0.01388815]"
1113,DA8942,"[ 0.07855427  0.08641592 -0.16053596 -0.11118901 -0.23461166 -0.4428174
 -0.03646655 -0.31490028  0.28614563  0.01466648  0.25031844  0.07312911
 -0.20882061  0.05015504  0.23605978  0.48163733 -0.06414098  0.18764946
  0.33299065 -0.13865829 -0.15275198 -0.18544912  0.2218388   0.09498677
 -0.17027971 -0.13268188  0.39452714 -0.05254536  0.26131752 -0.32088968
 -0.09491275  0.09254404  0.26225334  0.27482548  0.19038168  0.20566493
  0.10384084  0.07439293 -0.3786602  -0.12288772  0.11172195  0.09421021
  0.02631203  0.39456236  0.15286326 -0.199934    0.09103197 -0.10718168
  0.03339425  0.06850467 -0.42250812 -0.31463027  0.16686255 -0.11789306
 -0.12184963 -0.18636203  0.03763991 -0.24120887  0.18728036 -0.01166328
  0.19504881 -0.37473172 -0.24343754 -0.16089627  0.20587188  0.104115
  0.00119292  0.22997707 -0.15394296  0.08161034  0.07712054  0.3126843
  0.07295192 -0.54464036  0.16519693  0.04129515  0.12677267  0.14160514
  0.11219418 -0.00538013  0.04995123  0.061781   -0.07512824  0.06735833
  0.01985317 -0.47321883 -0.24820514 -0.04116186 -0.18573219  0.52224344
  0.137965    0.1297108   0.28879154  0.1638703  -0.24529211  0.3562773
  0.00378194  0.17138526 -0.6344553  -0.33565554 -0.10690007  0.10349354
 -0.15417126  0.22416884 -0.1669369  -0.24138704  0.10470521  0.0782638
  0.1888008   0.10668957 -0.34878463 -0.16413835 -0.18100305  0.3915206
  0.02582031 -0.21563053  0.09837905  0.24283531  0.3687018   0.00952125
 -0.14087841 -0.47862193 -0.4843357  -0.3234395  -0.33920372  0.14624609
  0.16116288 -0.03641856]"
1114,CA2334,"[ 0.14897068  0.18481284 -0.0430631  -0.28107    -0.30842182 -0.51776123
 -0.29345083 -0.27210557  0.34726828 -0.13164079  0.26230288  0.07815439
 -0.23916146  0.14844355  0.5027136   0.75788045 -0.27226785  0.23916519
  0.3654365  -0.02312333 -0.27249116 -0.05226271  0.45222497  0.08521109
 -0.47290465 -0.19734399  0.5196524  -0.06227876  0.22895294 -0.44646695
 -0.21019255  0.06637801  0.2041756   0.3214833   0.09379382  0.38348225
  0.1880013   0.06911974 -0.51852435 -0.33698744  0.0975907   0.18190354
  0.15274656  0.6659201   0.1990564  -0.28489676  0.12452267 -0.27270433
 -0.02823032  0.05764329 -0.6968746  -0.2829466   0.09749101 -0.18492857
 -0.16883959 -0.29461735 -0.0026766  -0.3194884   0.2843466   0.08137789
  0.39779633 -0.47229218 -0.2911237  -0.23577476  0.2928124   0.21873504
  0.16528042  0.28284445 -0.23528142  0.20023865  0.06734339  0.42891416
  0.24920014 -0.6843152   0.30457878  0.21237935  0.14410877  0.1330782
  0.23271134 -0.10546241  0.12309968  0.07312787 -0.13269186  0.3565826
  0.04642989 -0.4373181  -0.3506101   0.02877664 -0.23955652  0.7264045
  0.18554854  0.09596193  0.3323748   0.28322688 -0.45527726  0.49236053
 -0.11948365  0.13050118 -0.69216114 -0.31101254 -0.01621867  0.35309386
 -0.32162914  0.31148735 -0.07564473 -0.27823538  0.15583983  0.01761579
  0.15576452  0.15650025 -0.52724665 -0.3805432  -0.37439412  0.54039097
  0.14328209 -0.4962207  -0.0132154   0.3390666   0.27949542  0.13130799
 -0.30578056 -0.7786078  -0.536069   -0.39646852 -0.36977118  0.16895914
  0.34837097  0.02159166]"
1115,DA8495,"[ 0.03353322  0.04971647 -0.17153129 -0.07966983 -0.22430056 -0.3031885
 -0.05466766 -0.31833062  0.28538907  0.09012306  0.24377763  0.09186012
 -0.21395814  0.06409914  0.14032617  0.36331996  0.0560654   0.1825209
  0.34286112 -0.11725106 -0.17549518 -0.24368048  0.20306784  0.05302184
 -0.18806058 -0.10573966  0.35453975 -0.07025795  0.25447106 -0.20407352
 -0.07873914  0.05818906  0.21543585  0.32274717  0.14905378  0.11776353
  0.05616061  0.04991926 -0.25111797 -0.15466034  0.11815964  0.04310858
  0.0023622   0.23628637  0.10975334 -0.09025434  0.20082125 -0.08215069
  0.02760065  0.00655949 -0.41474828 -0.26014656  0.16445506 -0.13438433
 -0.09926844 -0.13746545  0.03071494 -0.1408133   0.19657259 -0.02916738
  0.17858416 -0.3311755  -0.21434227 -0.18559447  0.15293281  0.1410735
 -0.02833079  0.22485626 -0.28954148  0.01279774  0.20069104  0.2953872
  0.08351719 -0.51730025  0.07093518  0.06383441  0.12234306  0.21371517
  0.210424    0.07387777  0.16098584  0.17998633 -0.04296492  0.01749481
 -0.08374345 -0.40274572 -0.1850107  -0.02149737 -0.09467219  0.49383247
  0.13073453  0.1254265   0.2198031   0.18642598 -0.20254657  0.32087493
 -0.03321442  0.20810619 -0.5128737  -0.29333    -0.18916193  0.08918684
 -0.19018716  0.28144935 -0.10232404 -0.20113492  0.11428041  0.09060008
  0.20707317  0.1243306  -0.27830422 -0.16440263 -0.1244778   0.39853776
  0.01358061 -0.11761254  0.02617723  0.1845164   0.40198538 -0.04513976
 -0.0572043  -0.32074746 -0.4314352  -0.30334815 -0.31782603  0.03121425
  0.17870027 -0.0315217 ]"
1116,BA6717,"[ 0.03830807  0.06926043 -0.14361891 -0.04747042 -0.2795387  -0.37869698
 -0.0440701  -0.29976737  0.3196459   0.07990549  0.23383695  0.07853136
 -0.24101445  0.06759594  0.15956292  0.4482896   0.0281549   0.25919208
  0.34098572 -0.03729953 -0.20643911 -0.26264846  0.24598438  0.01713613
 -0.26399124 -0.13786899  0.399068   -0.01864999  0.2832917  -0.22288197
 -0.14145678  0.08706997  0.2433769   0.3466012   0.1666063   0.24794295
  0.07711694  0.08067729 -0.28175032 -0.18193181  0.11790219 -0.0542808
 -0.02344156  0.3163882   0.1065698  -0.08589576  0.20487164 -0.07243764
  0.05184498  0.05142261 -0.45113638 -0.2765385   0.22639325 -0.07143413
 -0.04081438 -0.20468695  0.02733059 -0.16320354  0.24801287 -0.02997978
  0.15984572 -0.3744089  -0.26017752 -0.1749458   0.09532888  0.13319826
 -0.00629485  0.1656194  -0.35949016  0.02465426  0.16754861  0.31886178
  0.11732893 -0.61546504  0.05666388  0.14445993  0.21069536  0.22445065
  0.23091933  0.0626457   0.11762156  0.19842324 -0.02890007  0.02725562
 -0.0531986  -0.40441746 -0.21149878 -0.05813385 -0.11089623  0.5015367
  0.179732    0.15391457  0.23111358  0.23561156 -0.21855849  0.41586268
 -0.00159712  0.25135365 -0.56783646 -0.32130274 -0.24046281  0.09847198
 -0.11763933  0.34435016 -0.12522519 -0.25124913  0.12169493  0.09910171
  0.18665215  0.15292048 -0.30018353 -0.19043025 -0.18171883  0.47166532
  0.04390419 -0.14050594  0.04605671  0.22950783  0.35893473 -0.05457268
 -0.09088625 -0.3265564  -0.49605656 -0.33696845 -0.339819    0.05320488
  0.19707693  0.02248339]"
1117,BA5442,"[-0.00355064  0.02426891 -0.1644629  -0.07953037 -0.21669015 -0.29848307
 -0.04757619 -0.3423068   0.30713212  0.0796822   0.16320002  0.05720067
 -0.24352226  0.07958759  0.09341868  0.33923772  0.07365559  0.22274566
  0.34451598 -0.07388694 -0.25733036 -0.21710503  0.19657329  0.02093928
 -0.2194033  -0.05898421  0.3571896  -0.03912553  0.289269   -0.24759915
 -0.05273204  0.07009126  0.24671106  0.42844027  0.13718423  0.10187199
  0.14230725  0.01721765 -0.2267851  -0.2013247   0.14191358 -0.02953719
  0.01433951  0.22737437  0.12695965 -0.05959582  0.12342197 -0.01894174
  0.01818737 -0.04333326 -0.38856816 -0.3313076   0.12286834 -0.08012415
 -0.01440124 -0.05695266 -0.01273339 -0.15410475  0.22532114 -0.00726384
  0.19206575 -0.3495342  -0.29331246 -0.16300115  0.08010048  0.14088339
  0.03178621  0.15797618 -0.2748149   0.02599471  0.16084592  0.34059978
  0.08577245 -0.58177     0.14806119  0.09703986  0.17980969  0.2503696
  0.14979792 -0.01012924  0.06412071  0.19949536 -0.03473211  0.0720813
 -0.07784148 -0.3737551  -0.14585558 -0.09169561 -0.12949139  0.46954373
  0.11318911  0.14715452  0.18597817  0.21615079 -0.2378664   0.36739695
 -0.04344972  0.27722722 -0.5252766  -0.2389909  -0.21579677  0.10790617
 -0.14841494  0.2567373  -0.1525909  -0.29829067  0.1562897   0.1088055
  0.21431644  0.11826254 -0.29075238 -0.1106608  -0.06663547  0.35668296
  0.05887625 -0.11098848  0.09137855  0.1405756   0.38386807 -0.09726086
  0.04560956 -0.373811   -0.4583084  -0.37179837 -0.3982101   0.05524565
  0.14415362  0.01555747]"
1118,BA6590,"[-0.01290889  0.03018854  0.01096328 -0.39234862 -0.28546938 -0.8223913
 -0.23104516 -0.37845406  0.22952038  0.21576458  0.42355213  0.17764261
 -0.02411055 -0.23479968  0.3640646   0.72504056 -0.36777475  0.55486083
  0.29278797  0.0780175   0.05214612 -0.2347199   0.5824064   0.20372802
 -0.14557916 -0.17303756  0.56577915  0.02475747  0.05152844 -0.20675272
 -0.3943184   0.34920526  0.14672568 -0.08122853  0.26030555  0.6237452
 -0.17262295  0.1854069  -0.43542308 -0.01981923 -0.16565968  0.19849631
 -0.33512157  0.6404472   0.23420662 -0.04326828  0.3201773  -0.0858108
  0.1496459   0.25745776 -0.54837894 -0.00648452  0.47606674 -0.1244228
 -0.08324488 -0.64361775 -0.08528445 -0.2817191   0.33144823 -0.28774542
 -0.01832096 -0.6532788  -0.41994822 -0.02086176  0.21667738  0.13118854
 -0.07225179  0.25494748 -0.4850533   0.11542065  0.07684347  0.15094957
  0.4498125  -0.3598981  -0.15998578 -0.04080115  0.37327304 -0.2477454
  0.0974137   0.30900425 -0.0619138   0.03538055  0.00752828  0.07365894
  0.1890209  -0.22371173 -0.57045054 -0.02421086 -0.01663215  0.36400595
  0.25290442  0.02460935  0.33662125  0.30827415 -0.2642541   0.50539744
  0.01473887 -0.06297387 -0.5136677  -0.7507231   0.03845329  0.04191495
  0.13451639  0.3891426   0.15832683 -0.44867617 -0.08212898  0.33929664
  0.18199344  0.01903036 -0.27600837 -0.12740353 -0.620471    0.4990632
  0.3039789  -0.1344218  -0.09534646  0.5495627   0.23583746  0.36889678
 -0.6245825  -0.4859399  -0.5868437  -0.22649248 -0.17617735  0.3027736
  0.38380682 -0.19956297]"
1119,BA3858,"[ 0.08853213  0.02661981 -0.1651142  -0.2050296  -0.24260381 -0.40488285
 -0.04224522 -0.2740399   0.23444235  0.09349427  0.3191879   0.12884626
 -0.24171522  0.05262852  0.2174555   0.41263428 -0.06285668  0.23759654
  0.3237276  -0.0539801  -0.16170213 -0.19721925  0.32651624  0.07167588
 -0.25704283 -0.07047024  0.41572672 -0.0704264   0.23927626 -0.21963531
 -0.19188948  0.08646928  0.1542552   0.23210841  0.21222496  0.2701264
  0.09001786  0.12251008 -0.36790437 -0.13647477  0.04832296  0.00376476
  0.01340581  0.39414158  0.13766378 -0.10064697  0.20434242 -0.0447504
  0.0112511   0.07620937 -0.51153874 -0.30343235  0.24335538 -0.10125901
 -0.08475279 -0.2563985   0.04339519 -0.1434491   0.18585634 -0.11221676
  0.17798366 -0.38698077 -0.17506407 -0.22376958  0.07584525  0.10053086
 -0.01187506  0.19833982 -0.3074147   0.05397885  0.13708977  0.33176157
  0.15158486 -0.53044784  0.05898462  0.10379715  0.17766792  0.09768328
  0.17173547  0.09579061  0.11019534  0.11722612 -0.06840564  0.02190278
 -0.07759901 -0.40683565 -0.23613052 -0.02849232 -0.08265049  0.4541863
  0.17940065  0.09930091  0.2855085   0.20102647 -0.23280983  0.4356141
 -0.0013584   0.13692585 -0.5936601  -0.35330564 -0.12018167  0.12897313
 -0.05088244  0.293495   -0.15836987 -0.19759841  0.09858578  0.15568191
  0.15425314  0.12503433 -0.28058895 -0.20836657 -0.23308215  0.3364459
  0.03745943 -0.13795069 -0.00290513  0.18649247  0.4116772   0.08223048
 -0.17953253 -0.33154967 -0.42726174 -0.28708667 -0.3169533   0.1206241
  0.16678749 -0.01772924]"
1120,CA2213,"[ 0.08623052 -0.00865411 -0.05756915 -0.20955023 -0.302933   -0.5337689
 -0.10970044 -0.27076948  0.33404294  0.09879237  0.33063856  0.11577464
 -0.10968823 -0.06661648  0.30155995  0.544096   -0.09170464  0.3357326
  0.3078547  -0.04345957 -0.04290421 -0.24785477  0.37273866  0.22173122
 -0.16644052 -0.14569078  0.4574906  -0.05896783  0.10410496 -0.2561949
 -0.22469123  0.23074274  0.19219624  0.13980484  0.31167933  0.35177845
 -0.0641399   0.07931393 -0.39613408 -0.08810601  0.00524126  0.13038673
 -0.14905481  0.4577605   0.16251828 -0.09144752  0.2984701  -0.2212238
 -0.0148572   0.12740383 -0.52673614 -0.22068216  0.29985985 -0.07522696
 -0.13666993 -0.42051268 -0.04670695 -0.27519828  0.24682638 -0.10834882
  0.11625785 -0.50585777 -0.34061545 -0.11851715  0.16880837  0.17942345
 -0.00702625  0.30178416 -0.3425007   0.0660717   0.12572476  0.27701318
  0.2170519  -0.4088776  -0.04926699 -0.06563149  0.18734783 -0.06603289
  0.27623323  0.09174946  0.13879168  0.04749975 -0.11039802  0.0418852
  0.06094971 -0.3264739  -0.28666726  0.0415915  -0.0276405   0.4118936
  0.17352405  0.16754961  0.30009872  0.27285254 -0.17745765  0.436622
 -0.01579813  0.11423168 -0.5883405  -0.4752785  -0.1507103   0.08785585
 -0.01225438  0.26211694 -0.03237399 -0.26492888  0.07552728  0.191674
  0.20574388  0.12911889 -0.3534205  -0.163986   -0.33469903  0.42483464
  0.15713352 -0.17362717  0.03214767  0.27707067  0.34556594  0.09202896
 -0.38297853 -0.40194038 -0.4545234  -0.25373104 -0.17504711  0.15609092
  0.29309982 -0.05230868]"
1121,BA6338,"[ 0.00940711  0.03710211 -0.11949912 -0.16964403 -0.226351   -0.402825
 -0.14623547 -0.269905    0.28111267  0.09882092  0.2963187   0.08619649
 -0.14710137 -0.00486317  0.13422814  0.46182656  0.001205    0.35271233
  0.29187614 -0.02972878 -0.14763834 -0.21333846  0.28064662  0.06898998
 -0.19515452 -0.09933649  0.44429272 -0.00097035  0.23932236 -0.18338898
 -0.18956204  0.12858629  0.1463741   0.32160228  0.2077381   0.33508003
  0.17972112  0.09705054 -0.34993196 -0.19535922  0.04056245  0.01744332
 -0.03758742  0.4073296   0.14578827 -0.10015024  0.11298343 -0.10478496
  0.00504448  0.05429699 -0.4315133  -0.32182622  0.22763836 -0.02215075
 -0.02666717 -0.22533025 -0.03685651 -0.23766142  0.18814929 -0.05226356
  0.19512789 -0.47745186 -0.30862045 -0.13035938  0.03645685  0.12999213
  0.04417118  0.18282601 -0.32211494  0.04683332  0.13691077  0.3180922
  0.23339576 -0.5296923   0.09761479  0.11593539  0.22512558  0.057789
  0.14924806  0.11244802  0.02609798  0.08190002 -0.10852913  0.01958248
  0.02366817 -0.32400045 -0.24769232 -0.09959276 -0.20479245  0.43186924
  0.14104077  0.13523461  0.16734916  0.2640213  -0.26553407  0.45692664
 -0.02335425  0.21467462 -0.5165938  -0.31158438 -0.15342641  0.06030863
 -0.04200133  0.24838492 -0.11687426 -0.35674232  0.08238348  0.15278515
  0.17714755  0.09181378 -0.2466123  -0.11704531 -0.26234734  0.34899163
  0.05429891 -0.13499254  0.08358674  0.21523789  0.3290009   0.02843955
 -0.15620312 -0.37008575 -0.50637096 -0.3163648  -0.29711962  0.13072646
  0.16388384  0.01024332]"
1122,BA5699,"[ 0.12404062 -0.05172495  0.15010676 -0.39131093 -0.4512235  -0.77842414
 -0.21531706 -0.41943634  0.19585264  0.2897004   0.36978754  0.19115135
  0.06071126 -0.11170784  0.51897055  0.7322991  -0.3205795   0.46410683
  0.21182789  0.05935805 -0.01955462 -0.16626486  0.55574125  0.2019378
 -0.3057381  -0.22961152  0.6121109  -0.10313234  0.03148823 -0.22415632
 -0.38908637  0.27079597  0.24458183  0.04565268  0.4468278   0.5487142
 -0.28267106  0.12770382 -0.48757905 -0.17023763 -0.134865    0.1632629
 -0.34235805  0.645799    0.29493994  0.05374551  0.3677294  -0.12189295
  0.17214084  0.16538736 -0.63673997  0.02415716  0.5650983   0.00769673
 -0.04013871 -0.78878635 -0.149793   -0.38622665  0.3681744  -0.3196579
 -0.04362306 -0.65277684 -0.4363783  -0.28173375  0.21915883  0.06370631
 -0.02503285  0.32932514 -0.41502148  0.13062537  0.09852234  0.26997638
  0.39746755 -0.31033787 -0.10918175 -0.05537764  0.35506064 -0.36344135
  0.20582679  0.28249985  0.05699831 -0.02761881 -0.08245527 -0.06703684
  0.2200776  -0.2969669  -0.4336192   0.10009534 -0.0327222   0.6125465
  0.3252431   0.15801956  0.31592888  0.29323155 -0.28342623  0.58976626
  0.05731724 -0.0128542  -0.4639901  -0.73150253 -0.051746    0.13044065
  0.16892275  0.29120848  0.05950594 -0.44349366 -0.12241488  0.36951947
  0.08611632  0.079208   -0.16955999 -0.2661179  -0.7651484   0.53095895
  0.34215987 -0.15384075 -0.22031093  0.30061987  0.44477007  0.35626674
 -0.5983997  -0.45413116 -0.6624266  -0.22125074 -0.1803972   0.30118072
  0.42510492 -0.3266114 ]"
