head_label,tail_label,head_name,tail_name
AB13914,CA2573,上身,下身
AB13914,DA9009,上身,下身
AB13914,DA8644,上身,下身
AB13914,DA9044,上身,下身
AB13914,BA5858,上身,下身
AB13914,CA2451,上身,下身
AB13914,DA9021,上身,下身
AB13914,DA9000,上身,下身
AB13914,CA2578,上身,下身
AB13914,CA2533,上身,下身
AB13914,DA9027,上身,下身
AB13914,DA8935,上身,下身
AB13914,DA8865,上身,下身
AB13914,BA6700,上身,下身
AB13914,DA8786,上身,下身
AB13914,BA6530,上身,下身
AB13914,DA8822,上身,下身
AB13914,BA6154,上身,下身
AB14713,DA9030,上身,下身
AB14713,CA2495,上身,下身
AB14713,BA6568,上身,下身
AB14713,DA8899,上身,下身
AB14713,DA9002,上身,下身
AB14713,DA9005,上身,下身
AB14713,DA9073,上身,下身
AB14713,DA8992,上身,下身
AB14713,BA6450,上身,下身
AB14713,BA6563,上身,下身
AB14713,DA9093,上身,下身
AB14713,DA9061,上身,下身
AB14713,BA6440,上身,下身
AB14713,BA6580,上身,下身
AB14713,BA6558,上身,下身
AB14713,BA6435,上身,下身
AB14713,DA9131,上身,下身
AB14713,BA6530,上身,下身
AB14713,DA8935,上身,下身
AB14713,CA2458,上身,下身
AB17206,CA2350,上身,下身
AB17206,DA2668,上身,下身
AB17206,DA8495,上身,下身
AB17206,BA6338,上身,下身
AB17206,BA6717,上身,下身
AB17206,DA8547,上身,下身
AB17206,CA788,上身,下身
AB17206,BA6726,上身,下身
AB17206,BA6684,上身,下身
AB17206,CA2585,上身,下身
AB17206,DA8824,上身,下身
AB17206,DA3537,上身,下身
AB17206,CA2609,上身,下身
AB17206,CA249,上身,下身
AB17206,CA2058,上身,下身
AB17206,DA9126,上身,下身
AB17206,CA2411,上身,下身
AB17206,BA6637,上身,下身
AB17206,DA9301,上身,下身
AB17206,DA9320,上身,下身
AB11867,CA2475,上身,下身
AB11867,CA2195,上身,下身
AB11867,CA2492,上身,下身
AB11867,BA6590,上身,下身
AB11867,BA3759,上身,下身
AB11867,DA9026,上身,下身
AB11867,CA2469,上身,下身
AB11867,DA8980,上身,下身
AB11867,DA9045,上身,下身
AB11867,DA9068,上身,下身
AB11867,BA6532,上身,下身
AB11867,DA8946,上身,下身
AB11867,CA2467,上身,下身
AB11867,BA6432,上身,下身
AB11867,BA6444,上身,下身
AB11867,BA6588,上身,下身
AB11867,CA2449,上身,下身
AB11867,BA6443,上身,下身
AB11867,BA6548,上身,下身
AB11867,BA6511,上身,下身
AB14604,DA9009,上身,下身
AB14604,DA9044,上身,下身
AB14604,CA2451,上身,下身
AB14604,DA9000,上身,下身
AB14604,CA2533,上身,下身
AB14604,DA9027,上身,下身
AB14604,DA8644,上身,下身
AB14604,DA8935,上身,下身
AB14604,CA2573,上身,下身
AB14604,DA9098,上身,下身
AB14604,BA6530,上身,下身
AB14604,DA9021,上身,下身
AB14604,DA9141,上身,下身
AB14604,DA8595,上身,下身
AB14604,DA8899,上身,下身
AB14604,BA6387,上身,下身
AB14604,DA8865,上身,下身
AB14604,CA2578,上身,下身
AB14604,DA8786,上身,下身
AB14604,BA6442,上身,下身
AB12507,CA1584,上身,下身
AB12507,BA4850,上身,下身
AB12507,CA2325,上身,下身
AB12507,CA2043,上身,下身
AB12507,CA2430,上身,下身
AB12507,DA9133,上身,下身
AB12507,DA8974,上身,下身
AB12507,BA6527,上身,下身
AB12507,BA2694,上身,下身
AB12507,BA6423,上身,下身
AB12507,DA9192,上身,下身
AB12507,BA2730,上身,下身
AB12507,CA2491,上身,下身
AB12507,BA6600,上身,下身
AB12507,DA9159,上身,下身
AB12507,DA9134,上身,下身
AB12507,BA6689,上身,下身
AB12507,BA6517,上身,下身
AB12507,DA9194,上身,下身
AB12507,BA6406,上身,下身
AB16029,DA9000,上身,下身
AB16029,CA2533,上身,下身
AB16029,DA9027,上身,下身
AB16029,DA9098,上身,下身
AB16029,DA9141,上身,下身
AB16029,DA8595,上身,下身
AB16029,BA6442,上身,下身
AB16029,DA9168,上身,下身
AB16029,DA8995,上身,下身
